8.326027004,7.880395525,8.550175134,9.210913721,5.934699162,5.574582447,7.37286506,7.382573796
3.646648851,4.893570833,3.321928095,4.545414097,3.321928095,4.14672079,5.534241025,3.321928095
6.521117969,4.991356717,5.921607898,5.892387261,5.503807774,6.009904067,7.101392279,5.738458867
8.940070617,7.785141499,8.824673991,7.995751042,7.915353879,7.40903947,8.732407499,8.919126296
5.26604488,3.722708748,5.628044658,4.855325137,4.676387139,3.321928095,4.740101794,4.937559085
6.563263857,6.14090644,5.665846669,5.587993902,6.961063921,6.735114331,6.409514595,6.595770531
6.351905574,5.368251163,6.522111162,5.990877053,5.958158137,4.540999818,6.586392314,5.492147793
4.515404395,3.321928095,3.321928095,4.012681475,3.321928095,3.321928095,4.452299433,4.12738351
3.321928095,3.321928095,3.321928095,3.321928095,6.053810353,5.682773789,3.321928095,3.321928095
5.498126382,4.304856269,5.074652284,3.591217671,5.370284058,3.421160001,4.740101794,4.522521586
4.332540385,4.175220861,3.589225372,4.772547472,3.321928095,3.321928095,3.740101794,4.046083531
6.985207695,6.153479072,6.592500542,6.492946565,6.138388215,6.552713357,5.628456447,6.566915591
7.572923386,6.125035246,7.356687712,6.434914503,7.158779924,5.597382338,7.15992753,7.089843868
8.831596071,7.498381566,8.565255729,8.158902237,7.58704449,7.863450554,8.802980441,8.524398829
7.865676985,6.816608794,7.852259827,7.466857274,7.266056765,6.39970158,8.342859912,8.040846853
7.17836946,6.700390333,6.944856806,6.477349803,6.707865436,6.210552514,5.40468143,6.47283435
4.786051903,4.878503281,5.535786164,4.511783262,5.573817514,5.454843117,5.716894346,5.897560954
3.646648851,5.001823766,5.684382666,4.259596172,5.697448854,4.994717697,3.321928095,5.277409153
8.350301736,6.947810372,8.074652231,7.880577968,7.753831277,7.021189871,8.949555126,8.486381009
5.351905592,5.474781068,5.017319012,6.147997553,3.321928095,5.374989823,4.594903805,3.522521586
7.051852014,6.821541091,6.995217777,8.218490972,5.387666172,7.509290938,6.770475463,6.4213748
3.321928095,7.666251702,6.358612435,5.820036346,4.60387466,7.356545638,5.08033076,4.396990636
8.679592942,9.184630832,9.247696498,9.471019757,8.183871056,8.734828688,8.013649452,8.869035286
9.626581446,11.46618488,9.988085688,10.87934224,10.42181448,10.71172315,9.148408958,9.25779537
8.655118159,10.30327035,9.065253585,9.195109041,9.873941126,9.829347586,8.989643987,9.149447272
8.775334291,9.012646689,7.833005172,8.370702575,7.812926029,8.603964838,7.757265587,7.779909404
9.305067277,10.35112774,9.731935863,9.079344774,10.09374331,9.990776497,8.111809119,9.194357399
9.319893972,10.42622774,9.590863867,10.36812064,10.72698274,9.969329604,9.092403558,9.842193603
6.601519526,6.874711774,7.202328481,6.321081345,7.196254707,7.478234904,6.68136802,6.951579519
8.338215448,10.10059139,9.019753891,8.655767903,10.08810594,9.777603329,8.875510884,9.492147817
8.321122576,10.0043202,9.232031839,8.863680865,8.954517681,10.1105252,8.169931413,9.520171562
11.0235764,10.71457867,10.95395698,10.81711365,11.40163644,11.21127119,11.11735856,11.85986471
9.620273426,10.46811265,10.1834483,10.24162845,10.16824025,9.921946979,8.56272351,9.972701843
7.467382771,8.668717097,6.711747631,7.510932337,8.490796897,8.787275667,6.272975897,6.98468299
9.162005803,10.15142379,9.837152948,10.54041907,9.985529106,9.692218536,9.108840404,9.242480704
10.85384006,11.47203904,10.84695607,9.966567455,11.5744106,11.38189169,9.825305868,11.01771039
10.23943086,10.98064786,10.83335138,9.664594196,10.58539787,10.64846329,9.881611092,11.05552675
10.43502439,10.91334205,10.68342312,10.54260649,11.07307591,10.77891982,10.29860391,10.47962366
10.22155764,10.58511944,9.593318174,10.94302456,10.3852344,10.68277377,8.887685737,10.7264813
9.150992938,9.89883081,9.569832316,9.681897227,11.00343358,11.15426877,10.56028067,10.09963566
10.00547522,10.79395155,10.07757682,11.38098415,7.218281039,10.83235397,10.08637975,10.11342039
8.150992989,8.955234851,8.200183086,8.24278207,9.674175493,9.65798399,8.063563772,8.009021266
9.645995382,10.85391879,9.246137747,10.13217607,8.227963592,10.23084582,9.07653705,9.351715686
11.01739931,11.63500276,11.91769639,11.10726939,11.68914861,11.35301419,10.60810343,10.89955126
10.50751093,10.18635248,10.38812441,10.33135992,9.920214535,9.387216906,9.665798323,10.07743008
9.476233728,10.22771918,9.750746741,10.63062643,9.96938537,9.615490344,9.176326014,9.355938847
8.765740329,8.998778546,8.498736738,8.653842149,8.774625719,8.193195141,8.259654487,8.091111107
10.41751627,11.3841325,10.65668424,10.81513324,10.92152046,10.72616255,9.504620591,10.30742887
8.378902329,10.37170217,8.784429877,9.209078631,10.14830154,10.10766054,8.842831413,8.909102534
11.00560245,11.77376652,10.99150108,11.98015754,12.43147107,11.69592798,10.72757752,11.63256973
11.25975762,11.5825068,11.61260177,11.0955401,11.95004572,11.15052655,10.6004623,10.98297747
9.489044724,10.35121289,10.14018214,8.636392248,11.18759735,10.63329724,9.795615014,9.161560646
9.716166629,10.50176565,10.42762712,11.12350416,10.78347597,10.71157802,9.164223495,10.43939614
6.695471298,6.037871531,6.668952616,6.105790889,7.232780561,7.181506711,7.493852008,7.107483982
9.3614916,10.13576738,9.688214547,9.793866303,9.48928803,9.361178811,8.288800754,8.627556938
9.460708863,9.593866527,10.02218497,10.020774,10.34269829,9.942621237,8.876384028,9.440390923
9.821502156,10.79664658,10.06849132,10.28843343,10.70743282,10.8311522,8.718842616,9.837293568
8.275371774,8.764031598,7.947417135,7.543750977,8.57666207,8.013675857,7.661246304,8.418349231
8.317022807,9.498843484,8.95888225,9.14690236,9.704835039,9.227703297,8.120678007,8.281854935
7.88242027,8.105756114,7.917696388,7.610411355,6.471567435,9.481473043,7.991256808,7.541185382
7.845325198,8.377323859,7.992741017,7.61437806,7.765513132,7.695157425,7.43106563,8.262864485
9.207895194,10.23808583,8.812788372,8.93773147,8.271918922,8.586660425,8.294037488,9.184299637
6.587972937,8.621986128,7.704198102,8.177253282,7.026329558,8.495196032,6.864993085,6.770448954
8.276216735,9.385173991,7.632824389,8.005449956,8.199949227,8.04580432,7.365422042,7.994196712
7.909901062,8.218493636,7.33924724,8.3074247,9.271918876,9.083302736,7.971782642,7.355411622
8.209665465,8.324099339,8.271390098,8.761858188,7.812926029,9.113054509,8.43462631,7.789308078
7.340640775,6.833310233,7.333386431,6.239189887,6.662173449,5.687503846,7.564891344,7.129851739
7.844186018,8.30168275,8.350897513,8.041839819,7.671073455,7.781203435,7.309634234,7.380502538
6.720518712,5.327223946,5.738603025,5.610411282,6.284732616,6.811853618,6.854397982,5.672268617
5.930441744,6.760183282,6.04627037,5.5387503,5.640586399,6.965805059,5.669328656,5.99284147
5.107980061,5.421200068,5.900622797,5.05998727,5.886604942,6.761150413,5.603365524,4.783049038
9.759107219,9.435909301,9.619240404,8.85196927,9.261938819,9.419561749,8.813046833,8.803292368
9.620938794,9.632128139,8.494366245,9.772547498,7.714768297,9.734114403,8.921068933,9.105604358
8.569480991,10.07634571,8.6344143,8.297096796,10.10659382,10.83575366,9.18339808,8.929789223
10.59526998,10.89017086,10.94805639,10.79465305,11.68925827,11.17893712,10.42182615,11.15612227
11.19298416,11.32053263,11.16294155,11.71626216,11.4154728,11.31301542,9.826661563,10.77617202
11.08417484,10.98933091,10.96078419,10.50496196,10.9272893,10.33287036,10.14913156,10.20814643
10.77921375,10.82596581,10.20447052,10.10184058,8.88431066,10.66467136,8.481281865,9.243050897
9.174748954,10.16098987,9.331427556,10.52764531,6.877405987,10.22160126,8.24350467,8.387739141
